scenario,variable,unit,year,value
Delayed transition,Secondary Energy|Electricity|Oil,MWh/yr,2026,23363948.0212
Delayed transition,Secondary Energy|Electricity|Oil,MWh/yr,2027,20040571.4344
Delayed transition,Secondary Energy|Electricity|Oil,MWh/yr,2028,16717194.8476
Delayed transition,Secondary Energy|Electricity|Oil,MWh/yr,2029,13393818.2608
Delayed transition,Secondary Energy|Electricity|Oil,MWh/yr,2030,10070441.674
Delayed transition,Secondary Energy|Electricity|Oil,MWh/yr,2031,8056397.784000001
Delayed transition,Secondary Energy|Electricity|Oil,MWh/yr,2032,6042353.894
Delayed transition,Secondary Energy|Electricity|Oil,MWh/yr,2033,4028310.0040000007
Delayed transition,Secondary Energy|Electricity|Oil,MWh/yr,2034,2014266.1140000003
Delayed transition,Secondary Energy|Electricity|Oil,MWh/yr,2035,222.224
Delayed transition,Secondary Energy|Electricity|Oil,MWh/yr,2036,244.4464
Delayed transition,Secondary Energy|Electricity|Oil,MWh/yr,2037,266.6688
Delayed transition,Secondary Energy|Electricity|Oil,MWh/yr,2038,288.8912
Delayed transition,Secondary Energy|Electricity|Oil,MWh/yr,2039,311.11359999999996
Delayed transition,Secondary Energy|Electricity|Oil,MWh/yr,2040,333.336
Delayed transition,Secondary Energy|Electricity|Oil,MWh/yr,2041,350.0028
Delayed transition,Secondary Energy|Electricity|Oil,MWh/yr,2042,366.6696
Delayed transition,Secondary Energy|Electricity|Oil,MWh/yr,2043,383.3364
Delayed transition,Secondary Energy|Electricity|Oil,MWh/yr,2044,400.0032
Delayed transition,Secondary Energy|Electricity|Oil,MWh/yr,2045,416.67
Delayed transition,Secondary Energy|Electricity|Oil,MWh/yr,2046,433.3368
Delayed transition,Secondary Energy|Electricity|Oil,MWh/yr,2047,450.0036
Delayed transition,Secondary Energy|Electricity|Oil,MWh/yr,2048,466.6704
Delayed transition,Secondary Energy|Electricity|Oil,MWh/yr,2049,483.33719999999994
Delayed transition,Secondary Energy|Electricity|Oil,MWh/yr,2050,500.004
Net Zero 2050,Emissions|CO2|Energy|Supply|Electricity,tCO2/yr,2020,762687906.0999999
Net Zero 2050,Emissions|CO2|Energy|Supply|Electricity,tCO2/yr,2021,700700069.14
Net Zero 2050,Emissions|CO2|Energy|Supply|Electricity,tCO2/yr,2022,638712232.18
Net Zero 2050,Emissions|CO2|Energy|Supply|Electricity,tCO2/yr,2023,576724395.22
Net Zero 2050,Emissions|CO2|Energy|Supply|Electricity,tCO2/yr,2024,514736558.2600001
Net Zero 2050,Emissions|CO2|Energy|Supply|Electricity,tCO2/yr,2025,452748721.3
Net Zero 2050,Emissions|CO2|Energy|Supply|Electricity,tCO2/yr,2026,380240473.8
Net Zero 2050,Emissions|CO2|Energy|Supply|Electricity,tCO2/yr,2027,307732226.29999995
Net Zero 2050,Emissions|CO2|Energy|Supply|Electricity,tCO2/yr,2028,235223978.8
Net Zero 2050,Emissions|CO2|Energy|Supply|Electricity,tCO2/yr,2029,162715731.3
Net Zero 2050,Emissions|CO2|Energy|Supply|Electricity,tCO2/yr,2030,90207483.8
Net Zero 2050,Emissions|CO2|Energy|Supply|Electricity,tCO2/yr,2031,67184123.2
Net Zero 2050,Emissions|CO2|Energy|Supply|Electricity,tCO2/yr,2032,44160762.60000001
Net Zero 2050,Emissions|CO2|Energy|Supply|Electricity,tCO2/yr,2033,21137402.000000004
Net Zero 2050,Emissions|CO2|Energy|Supply|Electricity,tCO2/yr,2034,-1885958.599999995
Net Zero 2050,Emissions|CO2|Energy|Supply|Electricity,tCO2/yr,2035,-24909319.2
Net Zero 2050,Emissions|CO2|Energy|Supply|Electricity,tCO2/yr,2036,-26968403.48
Net Zero 2050,Emissions|CO2|Energy|Supply|Electricity,tCO2/yr,2037,-29027487.76
Net Zero 2050,Emissions|CO2|Energy|Supply|Electricity,tCO2/yr,2038,-31086572.04
Net Zero 2050,Emissions|CO2|Energy|Supply|Electricity,tCO2/yr,2039,-33145656.32
Net Zero 2050,Emissions|CO2|Energy|Supply|Electricity,tCO2/yr,2040,-35204740.6
Net Zero 2050,Emissions|CO2|Energy|Supply|Electricity,tCO2/yr,2041,-36461466.76
Net Zero 2050,Emissions|CO2|Energy|Supply|Electricity,tCO2/yr,2042,-37718192.92
Net Zero 2050,Emissions|CO2|Energy|Supply|Electricity,tCO2/yr,2043,-38974919.08
Net Zero 2050,Emissions|CO2|Energy|Supply|Electricity,tCO2/yr,2044,-40231645.24
Net Zero 2050,Emissions|CO2|Energy|Supply|Electricity,tCO2/yr,2045,-41488371.4
Net Zero 2050,Emissions|CO2|Energy|Supply|Electricity,tCO2/yr,2046,-42043762.14
Net Zero 2050,Emissions|CO2|Energy|Supply|Electricity,tCO2/yr,2047,-42599152.88
Net Zero 2050,Emissions|CO2|Energy|Supply|Electricity,tCO2/yr,2048,-43154543.620000005
Net Zero 2050,Emissions|CO2|Energy|Supply|Electricity,tCO2/yr,2049,-43709934.360000014
Net Zero 2050,Emissions|CO2|Energy|Supply|Electricity,tCO2/yr,2050,-44265325.10000001
Net Zero 2050,Price|Carbon,EUR2024/tCO2,2020,37.24003381392
Net Zero 2050,Price|Carbon,EUR2024/tCO2,2021,70.542291646176
Net Zero 2050,Price|Carbon,EUR2024/tCO2,2022,103.844549478432
Net Zero 2050,Price|Carbon,EUR2024/tCO2,2023,137.14680731068802
Net Zero 2050,Price|Carbon,EUR2024/tCO2,2024,170.449065142944
Net Zero 2050,Price|Carbon,EUR2024/tCO2,2025,203.75132297520005
Net Zero 2050,Price|Carbon,EUR2024/tCO2,2026,238.46451133724807
Net Zero 2050,Price|Carbon,EUR2024/tCO2,2027,273.17769969929606
Net Zero 2050,Price|Carbon,EUR2024/tCO2,2028,307.8908880613441
Net Zero 2050,Price|Carbon,EUR2024/tCO2,2029,342.60407642339214
Net Zero 2050,Price|Carbon,EUR2024/tCO2,2030,377.31726478544016
Net Zero 2050,Price|Carbon,EUR2024/tCO2,2031,434.19279991315216
Net Zero 2050,Price|Carbon,EUR2024/tCO2,2032,491.0683350408641
Net Zero 2050,Price|Carbon,EUR2024/tCO2,2033,547.9438701685762
Net Zero 2050,Price|Carbon,EUR2024/tCO2,2034,604.8194052962881
Net Zero 2050,Price|Carbon,EUR2024/tCO2,2035,661.694940424
Net Zero 2050,Price|Carbon,EUR2024/tCO2,2036,718.5704755517121
Net Zero 2050,Price|Carbon,EUR2024/tCO2,2037,775.446010679424
Net Zero 2050,Price|Carbon,EUR2024/tCO2,2038,832.3215458071361
Net Zero 2050,Price|Carbon,EUR2024/tCO2,2039,889.1970809348481
Net Zero 2050,Price|Carbon,EUR2024/tCO2,2040,946.07261606256
Net Zero 2050,Price|Carbon,EUR2024/tCO2,2041,1002.94815116048
Net Zero 2050,Price|Carbon,EUR2024/tCO2,2042,1059.8236862584
Net Zero 2050,Price|Carbon,EUR2024/tCO2,2043,1116.69922135632
Net Zero 2050,Price|Carbon,EUR2024/tCO2,2044,1173.57475645424
Net Zero 2050,Price|Carbon,EUR2024/tCO2,2045,1230.45029155216
Net Zero 2050,Price|Carbon,EUR2024/tCO2,2046,1261.5502464212482
Net Zero 2050,Price|Carbon,EUR2024/tCO2,2047,1292.650201290336
Net Zero 2050,Price|Carbon,EUR2024/tCO2,2048,1323.750156159424
Net Zero 2050,Price|Carbon,EUR2024/tCO2,2049,1354.850111028512
Net Zero 2050,Price|Carbon,EUR2024/tCO2,2050,1385.9500658976
Net Zero 2050,Price|Primary Energy|Coal,EUR2024/MWh_elec,2020,29.472950064259457
Net Zero 2050,Price|Primary Energy|Coal,EUR2024/MWh_elec,2021,30.121712283191357
Net Zero 2050,Price|Primary Energy|Coal,EUR2024/MWh_elec,2022,30.770474502123243
Net Zero 2050,Price|Primary Energy|Coal,EUR2024/MWh_elec,2023,31.419236721055142
Net Zero 2050,Price|Primary Energy|Coal,EUR2024/MWh_elec,2024,32.06799893998703
Net Zero 2050,Price|Primary Energy|Coal,EUR2024/MWh_elec,2025,32.71676115891892
Net Zero 2050,Price|Primary Energy|Coal,EUR2024/MWh_elec,2026,31.097318765837844
Net Zero 2050,Price|Primary Energy|Coal,EUR2024/MWh_elec,2027,29.47787637275676
Net Zero 2050,Price|Primary Energy|Coal,EUR2024/MWh_elec,2028,27.858433979675674
Net Zero 2050,Price|Primary Energy|Coal,EUR2024/MWh_elec,2029,26.2389915865946
Net Zero 2050,Price|Primary Energy|Coal,EUR2024/MWh_elec,2030,24.619549193513514
Net Zero 2050,Price|Primary Energy|Coal,EUR2024/MWh_elec,2031,23.79637565287784
Net Zero 2050,Price|Primary Energy|Coal,EUR2024/MWh_elec,2032,22.973202112242166
Net Zero 2050,Price|Primary Energy|Coal,EUR2024/MWh_elec,2033,22.150028571606487
Net Zero 2050,Price|Primary Energy|Coal,EUR2024/MWh_elec,2034,21.326855030970812
Net Zero 2050,Price|Primary Energy|Coal,EUR2024/MWh_elec,2035,20.503681490335136
Net Zero 2050,Price|Primary Energy|Coal,EUR2024/MWh_elec,2036,19.893814933621623
Net Zero 2050,Price|Primary Energy|Coal,EUR2024/MWh_elec,2037,19.28394837690811
Net Zero 2050,Price|Primary Energy|Coal,EUR2024/MWh_elec,2038,18.674081820194598
Net Zero 2050,Price|Primary Energy|Coal,EUR2024/MWh_elec,2039,18.064215263481085
Net Zero 2050,Price|Primary Energy|Coal,EUR2024/MWh_elec,2040,17.45434870676757
Net Zero 2050,Price|Primary Energy|Coal,EUR2024/MWh_elec,2041,17.69898811423135
Net Zero 2050,Price|Primary Energy|Coal,EUR2024/MWh_elec,2042,17.943627521695138
Net Zero 2050,Price|Primary Energy|Coal,EUR2024/MWh_elec,2043,18.188266929158917
Net Zero 2050,Price|Primary Energy|Coal,EUR2024/MWh_elec,2044,18.432906336622704
Net Zero 2050,Price|Primary Energy|Coal,EUR2024/MWh_elec,2045,18.677545744086487
Net Zero 2050,Price|Primary Energy|Coal,EUR2024/MWh_elec,2046,19.77211844632216
Net Zero 2050,Price|Primary Energy|Coal,EUR2024/MWh_elec,2047,20.86669114855784
Net Zero 2050,Price|Primary Energy|Coal,EUR2024/MWh_elec,2048,21.961263850793515
Net Zero 2050,Price|Primary Energy|Coal,EUR2024/MWh_elec,2049,23.05583655302919
Net Zero 2050,Price|Primary Energy|Coal,EUR2024/MWh_elec,2050,24.150409255264865
Net Zero 2050,Price|Primary Energy|Gas,EUR2024/MWh_elec,2020,43.062449689728005
Net Zero 2050,Price|Primary Energy|Gas,EUR2024/MWh_elec,2021,43.71490507184642
Net Zero 2050,Price|Primary Energy|Gas,EUR2024/MWh_elec,2022,44.36736045396481
Net Zero 2050,Price|Primary Energy|Gas,EUR2024/MWh_elec,2023,45.01981583608322
Net Zero 2050,Price|Primary Energy|Gas,EUR2024/MWh_elec,2024,45.6722712182016
Net Zero 2050,Price|Primary Energy|Gas,EUR2024/MWh_elec,2025,46.32472660032002
Net Zero 2050,Price|Primary Energy|Gas,EUR2024/MWh_elec,2026,47.25582724961281
Net Zero 2050,Price|Primary Energy|Gas,EUR2024/MWh_elec,2027,48.186927898905616
Net Zero 2050,Price|Primary Energy|Gas,EUR2024/MWh_elec,2028,49.11802854819841
Net Zero 2050,Price|Primary Energy|Gas,EUR2024/MWh_elec,2029,50.0491291974912
Net Zero 2050,Price|Primary Energy|Gas,EUR2024/MWh_elec,2030,50.98022984678401
Net Zero 2050,Price|Primary Energy|Gas,EUR2024/MWh_elec,2031,52.80543527293441
Net Zero 2050,Price|Primary Energy|Gas,EUR2024/MWh_elec,2032,54.63064069908481
Net Zero 2050,Price|Primary Energy|Gas,EUR2024/MWh_elec,2033,56.45584612523522
Net Zero 2050,Price|Primary Energy|Gas,EUR2024/MWh_elec,2034,58.28105155138561
Net Zero 2050,Price|Primary Energy|Gas,EUR2024/MWh_elec,2035,60.106256977536
Net Zero 2050,Price|Primary Energy|Gas,EUR2024/MWh_elec,2036,60.6565482985728
Net Zero 2050,Price|Primary Energy|Gas,EUR2024/MWh_elec,2037,61.20683961960961
Net Zero 2050,Price|Primary Energy|Gas,EUR2024/MWh_elec,2038,61.757130940646405
Net Zero 2050,Price|Primary Energy|Gas,EUR2024/MWh_elec,2039,62.30742226168321
Net Zero 2050,Price|Primary Energy|Gas,EUR2024/MWh_elec,2040,62.85771358272
Net Zero 2050,Price|Primary Energy|Gas,EUR2024/MWh_elec,2041,61.30123504727041
Net Zero 2050,Price|Primary Energy|Gas,EUR2024/MWh_elec,2042,59.7447565118208
Net Zero 2050,Price|Primary Energy|Gas,EUR2024/MWh_elec,2043,58.1882779763712
Net Zero 2050,Price|Primary Energy|Gas,EUR2024/MWh_elec,2044,56.6317994409216
Net Zero 2050,Price|Primary Energy|Gas,EUR2024/MWh_elec,2045,55.075320905472
Net Zero 2050,Price|Primary Energy|Gas,EUR2024/MWh_elec,2046,54.2645119150848
Net Zero 2050,Price|Primary Energy|Gas,EUR2024/MWh_elec,2047,53.4537029246976
Net Zero 2050,Price|Primary Energy|Gas,EUR2024/MWh_elec,2048,52.6428939343104
Net Zero 2050,Price|Primary Energy|Gas,EUR2024/MWh_elec,2049,51.8320849439232
Net Zero 2050,Price|Primary Energy|Gas,EUR2024/MWh_elec,2050,51.021275953536
Net Zero 2050,Price|Primary Energy|Oil,EUR2024/MWh_elec,2020,160.97266418688002
Net Zero 2050,Price|Primary Energy|Oil,EUR2024/MWh_elec,2021,162.64635961190402
Net Zero 2050,Price|Primary Energy|Oil,EUR2024/MWh_elec,2022,164.320055036928
Net Zero 2050,Price|Primary Energy|Oil,EUR2024/MWh_elec,2023,165.99375046195203
Net Zero 2050,Price|Primary Energy|Oil,EUR2024/MWh_elec,2024,167.66744588697603
Net Zero 2050,Price|Primary Energy|Oil,EUR2024/MWh_elec,2025,169.34114131200005
Net Zero 2050,Price|Primary Energy|Oil,EUR2024/MWh_elec,2026,171.09753200870404
Net Zero 2050,Price|Primary Energy|Oil,EUR2024/MWh_elec,2027,172.85392270540802
Net Zero 2050,Price|Primary Energy|Oil,EUR2024/MWh_elec,2028,174.61031340211204
Net Zero 2050,Price|Primary Energy|Oil,EUR2024/MWh_elec,2029,176.36670409881603
Net Zero 2050,Price|Primary Energy|Oil,EUR2024/MWh_elec,2030,178.12309479552005
Net Zero 2050,Price|Primary Energy|Oil,EUR2024/MWh_elec,2031,177.24525567436802
Net Zero 2050,Price|Primary Energy|Oil,EUR2024/MWh_elec,2032,176.367416553216
Net Zero 2050,Price|Primary Energy|Oil,EUR2024/MWh_elec,2033,175.489577432064
Net Zero 2050,Price|Primary Energy|Oil,EUR2024/MWh_elec,2034,174.61173831091202
Net Zero 2050,Price|Primary Energy|Oil,EUR2024/MWh_elec,2035,173.73389918976002
Net Zero 2050,Price|Primary Energy|Oil,EUR2024/MWh_elec,2036,176.108347908864
Net Zero 2050,Price|Primary Energy|Oil,EUR2024/MWh_elec,2037,178.48279662796804
Net Zero 2050,Price|Primary Energy|Oil,EUR2024/MWh_elec,2038,180.85724534707202
Net Zero 2050,Price|Primary Energy|Oil,EUR2024/MWh_elec,2039,183.23169406617606
Net Zero 2050,Price|Primary Energy|Oil,EUR2024/MWh_elec,2040,185.60614278528
Net Zero 2050,Price|Primary Energy|Oil,EUR2024/MWh_elec,2041,188.36542750233605
Net Zero 2050,Price|Primary Energy|Oil,EUR2024/MWh_elec,2042,191.12471221939205
Net Zero 2050,Price|Primary Energy|Oil,EUR2024/MWh_elec,2043,193.883996936448
Net Zero 2050,Price|Primary Energy|Oil,EUR2024/MWh_elec,2044,196.64328165350406
Net Zero 2050,Price|Primary Energy|Oil,EUR2024/MWh_elec,2045,199.40256637056004
Net Zero 2050,Price|Primary Energy|Oil,EUR2024/MWh_elec,2046,202.065587926272
Net Zero 2050,Price|Primary Energy|Oil,EUR2024/MWh_elec,2047,204.72860948198405
Net Zero 2050,Price|Primary Energy|Oil,EUR2024/MWh_elec,2048,207.39163103769602
Net Zero 2050,Price|Primary Energy|Oil,EUR2024/MWh_elec,2049,210.05465259340804
Net Zero 2050,Price|Primary Energy|Oil,EUR2024/MWh_elec,2050,212.71767414912003
Net Zero 2050,Price|Secondary Energy|Electricity,EUR2024/MWh,2020,118.351700808768
Net Zero 2050,Price|Secondary Energy|Electricity,EUR2024/MWh,2021,119.1901137912576
Net Zero 2050,Price|Secondary Energy|Electricity,EUR2024/MWh,2022,120.02852677374722
Net Zero 2050,Price|Secondary Energy|Electricity,EUR2024/MWh,2023,120.86693975623685
Net Zero 2050,Price|Secondary Energy|Electricity,EUR2024/MWh,2024,121.70535273872645
Net Zero 2050,Price|Secondary Energy|Electricity,EUR2024/MWh,2025,122.54376572121603
Net Zero 2050,Price|Secondary Energy|Electricity,EUR2024/MWh,2026,123.36477719650566
Net Zero 2050,Price|Secondary Energy|Electricity,EUR2024/MWh,2027,124.18578867179524
Net Zero 2050,Price|Secondary Energy|Electricity,EUR2024/MWh,2028,125.00680014708485
Net Zero 2050,Price|Secondary Energy|Electricity,EUR2024/MWh,2029,125.82781162237444
Net Zero 2050,Price|Secondary Energy|Electricity,EUR2024/MWh,2030,126.64882309766406
Net Zero 2050,Price|Secondary Energy|Electricity,EUR2024/MWh,2031,123.14790690451204
Net Zero 2050,Price|Secondary Energy|Electricity,EUR2024/MWh,2032,119.64699071136005
Net Zero 2050,Price|Secondary Energy|Electricity,EUR2024/MWh,2033,116.14607451820804
Net Zero 2050,Price|Secondary Energy|Electricity,EUR2024/MWh,2034,112.64515832505604
Net Zero 2050,Price|Secondary Energy|Electricity,EUR2024/MWh,2035,109.144242131904
Net Zero 2050,Price|Secondary Energy|Electricity,EUR2024/MWh,2036,103.0653458972928
Net Zero 2050,Price|Secondary Energy|Electricity,EUR2024/MWh,2037,96.9864496626816
Net Zero 2050,Price|Secondary Energy|Electricity,EUR2024/MWh,2038,90.9075534280704
Net Zero 2050,Price|Secondary Energy|Electricity,EUR2024/MWh,2039,84.8286571934592
Net Zero 2050,Price|Secondary Energy|Electricity,EUR2024/MWh,2040,78.74976095884801
Net Zero 2050,Price|Secondary Energy|Electricity,EUR2024/MWh,2041,74.8572193684224
Net Zero 2050,Price|Secondary Energy|Electricity,EUR2024/MWh,2042,70.96467777799681
Net Zero 2050,Price|Secondary Energy|Electricity,EUR2024/MWh,2043,67.07213618757122
Net Zero 2050,Price|Secondary Energy|Electricity,EUR2024/MWh,2044,63.17959459714561
Net Zero 2050,Price|Secondary Energy|Electricity,EUR2024/MWh,2045,59.28705300672001
Net Zero 2050,Price|Secondary Energy|Electricity,EUR2024/MWh,2046,59.110541770291206
Net Zero 2050,Price|Secondary Energy|Electricity,EUR2024/MWh,2047,58.934030533862405
Net Zero 2050,Price|Secondary Energy|Electricity,EUR2024/MWh,2048,58.75751929743361
Net Zero 2050,Price|Secondary Energy|Electricity,EUR2024/MWh,2049,58.58100806100481
Net Zero 2050,Price|Secondary Energy|Electricity,EUR2024/MWh,2050,58.40449682457601
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2020,511553231.282
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2021,448489087.884
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2022,385424944.48599994
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2023,322360801.08799994
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2024,259296657.6899999
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2025,196232514.292
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2026,164967153.06
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2027,133701791.82799998
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2028,102436430.596
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2029,71171069.364
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2030,39905708.132
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2031,31946266.679199997
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2032,23986825.2264
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2033,16027383.773599995
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2034,8067942.320799998
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2035,108500.868
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2036,101389.7
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2037,94278.532
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2038,87167.364
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2039,80056.19599999998
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2040,72945.02799999999
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2041,66372.75319999999
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2042,59800.47839999999
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2043,53228.2036
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2044,46655.9288
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2045,40083.654
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2046,34950.2796
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2047,29816.905200000005
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2048,24683.5308
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2049,19550.1564
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2050,14416.782
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2020,828608378.814
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2021,823963680.5455999
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2022,819318982.2772
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2023,814674284.0087998
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2024,810029585.7403998
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2025,805384887.4719996
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2026,684586715.5387996
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2027,563788543.6055998
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2028,442990371.6723998
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2029,322192199.7391999
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2030,201394027.80599996
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2031,164553727.53039998
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2032,127713427.25479996
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2033,90873126.97919996
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2034,54032826.703599975
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2035,17192526.428
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2036,15189899.296
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2037,13187272.164
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2038,11184645.032
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2039,9182017.9
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2040,7179390.768
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2041,5973453.3428
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2042,4767515.917599999
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2043,3561578.4924
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2044,2355641.0672
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2045,1149703.642
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2046,961152.1336
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2047,772600.6252
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2048,584049.1168
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2049,395497.6084
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2050,206946.1
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2020,45255056.482
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2021,41541510.1072
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2022,37827963.7324
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2023,34114417.3576
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2024,30400870.9828
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2025,26687324.608
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2026,23363948.0212
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2027,20040571.4344
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2028,16717194.8476
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2029,13393818.2608
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2030,10070441.674
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2031,8056397.784000001
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2032,6042353.894
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2033,4028310.0040000007
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2034,2014266.1140000003
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2035,222.224
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2036,244.4464
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2037,266.6688
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2038,288.8912
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2039,311.11359999999996
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2040,333.336
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2041,350.0028
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2042,366.6696
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2043,383.3364
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2044,400.0032
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2045,416.67
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2046,433.3368
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2047,450.0036
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2048,466.6704
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2049,483.33719999999994
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2050,500.004
