scenario,variable,unit,year,value
Net Zero 2050,Price|Secondary Energy|Electricity,EUR2024/MWh,2034,112.64515832505603
Net Zero 2050,Price|Secondary Energy|Electricity,EUR2024/MWh,2035,109.14424213190401
Net Zero 2050,Price|Secondary Energy|Electricity,EUR2024/MWh,2036,103.06534589729281
Net Zero 2050,Price|Secondary Energy|Electricity,EUR2024/MWh,2037,96.98644966268161
Net Zero 2050,Price|Secondary Energy|Electricity,EUR2024/MWh,2038,90.9075534280704
Net Zero 2050,Price|Secondary Energy|Electricity,EUR2024/MWh,2039,84.8286571934592
Net Zero 2050,Price|Secondary Energy|Electricity,EUR2024/MWh,2040,78.74976095884801
Net Zero 2050,Price|Secondary Energy|Electricity,EUR2024/MWh,2041,74.8572193684224
Net Zero 2050,Price|Secondary Energy|Electricity,EUR2024/MWh,2042,70.96467777799681
Net Zero 2050,Price|Secondary Energy|Electricity,EUR2024/MWh,2043,67.07213618757122
Net Zero 2050,Price|Secondary Energy|Electricity,EUR2024/MWh,2044,63.17959459714561
Net Zero 2050,Price|Secondary Energy|Electricity,EUR2024/MWh,2045,59.28705300672001
Net Zero 2050,Price|Secondary Energy|Electricity,EUR2024/MWh,2046,59.110541770291206
Net Zero 2050,Price|Secondary Energy|Electricity,EUR2024/MWh,2047,58.934030533862405
Net Zero 2050,Price|Secondary Energy|Electricity,EUR2024/MWh,2048,58.75751929743361
Net Zero 2050,Price|Secondary Energy|Electricity,EUR2024/MWh,2049,58.58100806100481
Net Zero 2050,Price|Secondary Energy|Electricity,EUR2024/MWh,2050,58.40449682457601
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2020,511553231.282
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2021,448489087.884
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2022,385424944.48599994
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2023,322360801.08799994
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2024,259296657.68999994
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2025,196232514.292
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2026,164967153.06
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2027,133701791.82799998
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2028,102436430.596
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2029,71171069.364
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2030,39905708.132
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2031,31946266.679199997
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2032,23986825.2264
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2033,16027383.773599997
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2034,8067942.320799998
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2035,108500.868
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2036,101389.7
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2037,94278.532
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2038,87167.364
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2039,80056.19599999998
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2040,72945.02799999999
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2041,66372.75319999999
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2042,59800.47839999999
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2043,53228.2036
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2044,46655.9288
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2045,40083.654
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2046,34950.2796
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2047,29816.905200000005
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2048,24683.5308
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2049,19550.1564
Net Zero 2050,Secondary Energy|Electricity|Coal,MWh/yr,2050,14416.782000000001
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2020,828608378.814
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2021,823963680.5455999
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2022,819318982.2772
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2023,814674284.0087998
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2024,810029585.7403998
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2025,805384887.4719996
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2026,684586715.5387996
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2027,563788543.6055998
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2028,442990371.6723998
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2029,322192199.7391999
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2030,201394027.80599996
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2031,164553727.53039998
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2032,127713427.25479996
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2033,90873126.97919996
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2034,54032826.703599975
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2035,17192526.428
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2036,15189899.296
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2037,13187272.163999999
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2038,11184645.032
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2039,9182017.9
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2040,7179390.768
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2041,5973453.3428
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2042,4767515.917599999
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2043,3561578.4924
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2044,2355641.0672
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2045,1149703.642
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2046,961152.1336000001
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2047,772600.6252
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2048,584049.1168
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2049,395497.60839999997
Net Zero 2050,Secondary Energy|Electricity|Gas,MWh/yr,2050,206946.1
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2020,45255056.482
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2021,41541510.1072
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2022,37827963.7324
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2023,34114417.3576
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2024,30400870.9828
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2025,26687324.608
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2026,23363948.021199998
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2027,20040571.4344
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2028,16717194.8476
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2029,13393818.2608
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2030,10070441.674
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2031,8056397.784000001
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2032,6042353.894
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2033,4028310.0040000007
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2034,2014266.1140000005
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2035,222.224
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2036,244.44639999999998
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2037,266.6688
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2038,288.8912
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2039,311.11359999999996
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2040,333.336
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2041,350.0028
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2042,366.6696
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2043,383.33639999999997
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2044,400.0032
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2045,416.67
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2046,433.33680000000004
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2047,450.0036
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2048,466.67040000000003
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2049,483.33719999999994
Net Zero 2050,Secondary Energy|Electricity|Oil,MWh/yr,2050,500.00399999999996
